"cmd","attr","lhs","rhs","verbose","raw","tag","setting_source"
n,,ze,when 'wrap' off scroll horizontally to position the cursor at the end (right side) of the screen(can be undone/redone),,"|ze|		ze		   when 'wrap' off scroll horizontally to position the cursor at the end (right side) of the screen
",ze,builtin
n,,zf{motion},create a fold for Nmove text(can be undone/redone),,"|zf|		zf{motion}	   create a fold for Nmove text
",zf,builtin
n,,zg,permanently mark word as correctly spelled(can be undone/redone),,"|zg|		zg		   permanently mark word as correctly spelled
",zg,builtin
n,,zh,when 'wrap' off scroll screen N characters to the right(can be undone/redone),,"|zh|		zh		   when 'wrap' off scroll screen N characters to the right
",zh,builtin
n,,zi,toggle 'foldenable'(can be undone/redone),,"|zi|		zi		   toggle 'foldenable'
",zi,builtin
n,,zj,move to the start of the next fold(cursor movement command),,"|zj|		zj		1  move to the start of the next fold
",zj,builtin
n,,zk,move to the end of the previous fold(cursor movement command),,"|zk|		zk		1  move to the end of the previous fold
",zk,builtin
n,,zl,when 'wrap' off scroll screen N characters to the left(can be undone/redone),,"|zl|		zl		   when 'wrap' off scroll screen N characters to the left
",zl,builtin
n,,zm,subtract one from 'foldlevel'(can be undone/redone),,"|zm|		zm		   subtract one from 'foldlevel'
",zm,builtin
n,,zn,reset 'foldenable'(can be undone/redone),,"|zn|		zn		   reset 'foldenable'
",zn,builtin
n,,zo,open fold(can be undone/redone),,"|zo|		zo		   open fold
",zo,builtin
n,,zp,paste in block-mode without trailing spaces(can be undone/redone),,"|zp|		zp		   paste in block-mode without trailing spaces
",zp,builtin
n,,zP,paste in block-mode without trailing spaces(can be undone/redone),,"|zP|		zP		   paste in block-mode without trailing spaces
",zP,builtin
n,,zr,add one to 'foldlevel'(can be undone/redone),,"|zr|		zr		   add one to 'foldlevel'
",zr,builtin
n,,zs,when 'wrap' off scroll horizontally to position the cursor at the start (left side) of the screen(can be undone/redone),,"|zs|		zs		   when 'wrap' off scroll horizontally to position the cursor at the start (left side) of the screen
",zs,builtin
n,,zt,"redraw, cursor line at top of window(can be undone/redone)",,"|zt|		zt		   redraw, cursor line at top of window
",zt,builtin
n,,zuw,undo |zw|(can be undone/redone),,"|zuw|		zuw		   undo |zw|
",zuw,builtin
n,,zug,undo |zg|(can be undone/redone),,"|zug|		zug		   undo |zg|
",zug,builtin
n,,zuW,undo |zW|(can be undone/redone),,"|zuW|		zuW		   undo |zW|
",zuW,builtin
n,,zuG,undo |zG|(can be undone/redone),,"|zuG|		zuG		   undo |zG|
",zuG,builtin
n,,zv,open enough folds to view the cursor line(can be undone/redone),,"|zv|		zv		   open enough folds to view the cursor line
",zv,builtin
n,,zw,permanently mark word as incorrectly spelled(can be undone/redone),,"|zw|		zw		   permanently mark word as incorrectly spelled
",zw,builtin
n,,zx,"re-apply 'foldlevel' and do ""zv""(can be undone/redone)",,"|zx|		zx		   re-apply 'foldlevel' and do ""zv""
",zx,builtin
n,,zy,yank without trailing spaces(can be undone/redone),,"|zy|		zy		   yank without trailing spaces
",zy,builtin
n,,zz,"redraw, cursor line at center of window(can be undone/redone)",,"|zz|		zz		   redraw, cursor line at center of window
",zz,builtin
n,,z<Left>,"same as ""zh""(can be undone/redone)",,"|z<Left>|	z<Left>		   same as ""zh""
",z<Left>,builtin
n,,z<Right>,"same as ""zl""(can be undone/redone)",,"|z<Right>|	z<Right>	   same as ""zl""
",z<Right>,builtin
o,,v,force operator to work characterwise(can be undone/redone),,"|o_v|		v		force operator to work characterwise
",o_v,builtin
o,,V,force operator to work linewise(can be undone/redone),,"|o_V|		V		force operator to work linewise
",o_V,builtin
o,,<C-v>,force operator to work blockwise(can be undone/redone),,"|o_CTRL-V|	CTRL-V		force operator to work blockwise
",o_CTRL-V,builtin
v,,<C-a>,add N to number in highlighted text(can be undone/redone),,"|v_CTRL-A|	CTRL-A		2  add N to number in highlighted text
",v_CTRL-A,builtin
v,,<C-c>,stop Visual mode(can be undone/redone),,"|v_CTRL-C|	CTRL-C		   stop Visual mode
",v_CTRL-C,builtin
v,,<C-g>,toggle between Visual mode and Select mode(can be undone/redone),,"|v_CTRL-G|	CTRL-G		   toggle between Visual mode and Select mode
",v_CTRL-G,builtin
v,,<BS>,Select mode: delete highlighted area(can be undone/redone),,"|v_<BS>|	<BS>		2  Select mode: delete highlighted area
",v_<BS>,builtin
v,,<C-h>,same as <BS>(can be undone/redone),,"|v_CTRL-H|	CTRL-H		2  same as <BS>
",v_CTRL-H,builtin
v,,<C-o>,switch from Select to Visual mode for one command(can be undone/redone),,"|v_CTRL-O|	CTRL-O		   switch from Select to Visual mode for one command
",v_CTRL-O,builtin
v,,<C-v>,make Visual mode blockwise or stop Visual mode(can be undone/redone),,"|v_CTRL-V|	CTRL-V		   make Visual mode blockwise or stop Visual mode
",v_CTRL-V,builtin
v,,<C-x>,subtract N from number in highlighted text(can be undone/redone),,"|v_CTRL-X|	CTRL-X		2  subtract N from number in highlighted text
",v_CTRL-X,builtin
v,,<Esc>,stop Visual mode(can be undone/redone),,"|v_<Esc>|	<Esc>		   stop Visual mode
",v_<Esc>,builtin
v,,<C-]>,jump to highlighted tag(can be undone/redone),,"|v_CTRL-]|	CTRL-]		   jump to highlighted tag
",v_CTRL-],builtin
v,,!{filter},filter the highlighted lines through the external command {filter}(can be undone/redone),,"|v_!|		!{filter}	2  filter the highlighted lines through the external command {filter}
",v_!,builtin
v,,:,start a command-line with the highlighted lines as a range(can be undone/redone),,"|v_:|		:		   start a command-line with the highlighted lines as a range
",v_:,builtin
v,,<,shift the highlighted lines one 'shiftwidth' left(can be undone/redone),,"|v_<|		<		2  shift the highlighted lines one 'shiftwidth' left
",v_<,builtin
v,,=,filter the highlighted lines through the external program given with the 'equalprg' option(can be undone/redone),,"|v_=|		=		2  filter the highlighted lines through the external program given with the 'equalprg' option
",v_=,builtin
v,,>,shift the highlighted lines one 'shiftwidth' right(can be undone/redone),,"|v_>|		>		2  shift the highlighted lines one 'shiftwidth' right
",v_>,builtin
v,,A,"block mode: append same text in all lines, after the highlighted area(can be undone/redone)",,"|v_b_A|		A		2  block mode: append same text in all lines, after the highlighted area
",v_b_A,builtin
v,,C,delete the highlighted lines and start insert(can be undone/redone),,"|v_C|		C		2  delete the highlighted lines and start insert
",v_C,builtin
v,,D,delete the highlighted lines(can be undone/redone),,"|v_D|		D		2  delete the highlighted lines
",v_D,builtin
v,,I,"block mode: insert same text in all lines, before the highlighted area(can be undone/redone)",,"|v_b_I|		I		2  block mode: insert same text in all lines, before the highlighted area
",v_b_I,builtin
v,,J,join the highlighted lines(can be undone/redone),,"|v_J|		J		2  join the highlighted lines
",v_J,builtin
v,,K,run 'keywordprg' on the highlighted area(can be undone/redone),,"|v_K|		K		   run 'keywordprg' on the highlighted area
",v_K,builtin
v,,O,move horizontally to other corner of area(can be undone/redone),,"|v_O|		O		   move horizontally to other corner of area
",v_O,builtin
v,,P,replace highlighted area with register contents; registers are unchanged(can be undone/redone),,"|v_P|		P		   replace highlighted area with register contents; registers are unchanged
",v_P,builtin
v,,Q,does not start Ex mode(can be undone/redone),,"		Q		   does not start Ex mode
",,builtin
v,,R,delete the highlighted lines and start insert(can be undone/redone),,"|v_R|		R		2  delete the highlighted lines and start insert
",v_R,builtin
v,,S,delete the highlighted lines and start insert(can be undone/redone),,"|v_S|		S		2  delete the highlighted lines and start insert
",v_S,builtin
v,,U,make highlighted area uppercase(can be undone/redone),,"|v_U|		U		2  make highlighted area uppercase
",v_U,builtin
v,,V,make Visual mode linewise or stop Visual mode(can be undone/redone),,"|v_V|		V		   make Visual mode linewise or stop Visual mode
",v_V,builtin
v,,X,delete the highlighted lines(can be undone/redone),,"|v_X|		X		2  delete the highlighted lines
",v_X,builtin
v,,Y,yank the highlighted lines(can be undone/redone),,"|v_Y|		Y		   yank the highlighted lines
",v_Y,builtin
v,,"a""",extend highlighted area with a double quoted string(can be undone/redone),,"|v_aquote|	a""		   extend highlighted area with a double quoted string
",v_aquote,builtin
v,,a',extend highlighted area with a single quoted string(can be undone/redone),,"|v_a'|		a'		   extend highlighted area with a single quoted string
",v_a',builtin
v,,a(,same as ab(can be undone/redone),,"|v_a(|		a(		   same as ab
",v_a(,builtin
v,,a),same as ab(can be undone/redone),,"|v_a)|		a)		   same as ab
",v_a),builtin
v,,a<,extend highlighted area with a <> block(can be undone/redone),,"|v_a<|		a<		   extend highlighted area with a <> block
",v_a<,builtin
v,,a>,same as a<(can be undone/redone),,"|v_a>|		a>		   same as a<
",v_a>,builtin
v,,aB,extend highlighted area with a {} block(can be undone/redone),,"|v_aB|		aB		   extend highlighted area with a {} block
",v_aB,builtin
v,,aW,"extend highlighted area with ""a WORD""(can be undone/redone)",,"|v_aW|		aW		   extend highlighted area with ""a WORD""
",v_aW,builtin
v,,a[,extend highlighted area with a [] block(can be undone/redone),,"|v_a[|		a[		   extend highlighted area with a [] block
",v_a[,builtin
v,,a],same as a[(can be undone/redone),,"|v_a]|		a]		   same as a[
",v_a],builtin
v,,a`,extend highlighted area with a backtick quoted string(can be undone/redone),,"|v_a`|		a`		   extend highlighted area with a backtick quoted string
",v_a`,builtin
v,,ab,extend highlighted area with a () block(can be undone/redone),,"|v_ab|		ab		   extend highlighted area with a () block
",v_ab,builtin
v,,ap,extend highlighted area with a paragraph(can be undone/redone),,"|v_ap|		ap		   extend highlighted area with a paragraph
",v_ap,builtin
v,,as,extend highlighted area with a sentence(can be undone/redone),,"|v_as|		as		   extend highlighted area with a sentence
",v_as,builtin
v,,at,extend highlighted area with a tag block(can be undone/redone),,"|v_at|		at		   extend highlighted area with a tag block
",v_at,builtin
v,,aw,"extend highlighted area with ""a word""(can be undone/redone)",,"|v_aw|		aw		   extend highlighted area with ""a word""
",v_aw,builtin
v,,a{,same as aB(can be undone/redone),,"|v_a{|		a{		   same as aB
",v_a{,builtin
v,,a},same as aB(can be undone/redone),,"|v_a}|		a}		   same as aB
",v_a},builtin
v,,c,delete highlighted area and start insert(can be undone/redone),,"|v_c|		c		2  delete highlighted area and start insert
",v_c,builtin
v,,d,delete highlighted area(can be undone/redone),,"|v_d|		d		2  delete highlighted area
",v_d,builtin
v,,g<C-a>,add N to number in highlighted text(can be undone/redone),,"|v_g_CTRL-A|	g CTRL-A	2  add N to number in highlighted text
",v_g_CTRL-A,builtin
v,,g<C-x>,subtract N from number in highlighted text(can be undone/redone),,"|v_g_CTRL-X|	g CTRL-X	2  subtract N from number in highlighted text
",v_g_CTRL-X,builtin
v,,gJ,join the highlighted lines without inserting spaces(can be undone/redone),,"|v_gJ|		gJ		2  join the highlighted lines without inserting spaces
",v_gJ,builtin
v,,gq,format the highlighted lines(can be undone/redone),,"|v_gq|		gq		2  format the highlighted lines
",v_gq,builtin
v,,gv,exchange current and previous highlighted area(can be undone/redone),,"|v_gv|		gv		   exchange current and previous highlighted area
",v_gv,builtin
v,,"i""",extend highlighted area with a double quoted string (without quotes)(can be undone/redone),,"|v_iquote|	i""		   extend highlighted area with a double quoted string (without quotes)
",v_iquote,builtin
v,,i',extend highlighted area with a single quoted string (without quotes)(can be undone/redone),,"|v_i'|		i'		   extend highlighted area with a single quoted string (without quotes)
",v_i',builtin
v,,i(,same as ib(can be undone/redone),,"|v_i(|		i(		   same as ib
",v_i(,builtin
v,,i),same as ib(can be undone/redone),,"|v_i)|		i)		   same as ib
",v_i),builtin
v,,i<,extend highlighted area with inner <> block(can be undone/redone),,"|v_i<|		i<		   extend highlighted area with inner <> block
",v_i<,builtin
v,,i>,same as i<(can be undone/redone),,"|v_i>|		i>		   same as i<
",v_i>,builtin
v,,iB,extend highlighted area with inner {} block(can be undone/redone),,"|v_iB|		iB		   extend highlighted area with inner {} block
",v_iB,builtin
v,,iW,"extend highlighted area with ""inner WORD""(can be undone/redone)",,"|v_iW|		iW		   extend highlighted area with ""inner WORD""
",v_iW,builtin
v,,i[,extend highlighted area with inner [] block(can be undone/redone),,"|v_i[|		i[		   extend highlighted area with inner [] block
",v_i[,builtin
v,,i],same as i[(can be undone/redone),,"|v_i]|		i]		   same as i[
",v_i],builtin
v,,i`,extend highlighted area with a backtick quoted string (without the backticks)(can be undone/redone),,"|v_i`|		i`		   extend highlighted area with a backtick quoted string (without the backticks)
",v_i`,builtin
v,,ib,extend highlighted area with inner () block(can be undone/redone),,"|v_ib|		ib		   extend highlighted area with inner () block
",v_ib,builtin
v,,ip,extend highlighted area with inner paragraph(can be undone/redone),,"|v_ip|		ip		   extend highlighted area with inner paragraph
",v_ip,builtin
v,,is,extend highlighted area with inner sentence(can be undone/redone),,"|v_is|		is		   extend highlighted area with inner sentence
",v_is,builtin
v,,it,extend highlighted area with inner tag block(can be undone/redone),,"|v_it|		it		   extend highlighted area with inner tag block
",v_it,builtin
v,,iw,"extend highlighted area with ""inner word""(can be undone/redone)",,"|v_iw|		iw		   extend highlighted area with ""inner word""
",v_iw,builtin
v,,i{,same as iB(can be undone/redone),,"|v_i{|		i{		   same as iB
",v_i{,builtin
v,,i},same as iB(can be undone/redone),,"|v_i}|		i}		   same as iB
",v_i},builtin
v,,o,move cursor to other corner of area(can be undone/redone),,"|v_o|		o		   move cursor to other corner of area
",v_o,builtin
v,,p,replace highlighted area with register contents; deleted text in unnamed register(can be undone/redone),,"|v_p|		p		   replace highlighted area with register contents; deleted text in unnamed register
",v_p,builtin
v,,r,replace highlighted area with a character(can be undone/redone),,"|v_r|		r		2  replace highlighted area with a character
",v_r,builtin
v,,s,delete highlighted area and start insert(can be undone/redone),,"|v_s|		s		2  delete highlighted area and start insert
",v_s,builtin
v,,u,make highlighted area lowercase(can be undone/redone),,"|v_u|		u		2  make highlighted area lowercase
",v_u,builtin
v,,v,make Visual mode characterwise or stop Visual mode(can be undone/redone),,"|v_v|		v		   make Visual mode characterwise or stop Visual mode
",v_v,builtin
v,,x,delete the highlighted area(can be undone/redone),,"|v_x|		x		2  delete the highlighted area
",v_x,builtin
v,,y,yank the highlighted area(can be undone/redone),,"|v_y|		y		   yank the highlighted area
",v_y,builtin
v,,~,swap case for the highlighted area(can be undone/redone),,"|v_~|		~		2  swap case for the highlighted area
",v_~,builtin
v,,<C-\><C-n>,stop Visual mode(can be undone/redone),,"|v_CTRL-\_CTRL-N|	CTRL-\ CTRL-N	   stop Visual mode
",v_CTRL-\_CTRL-N,builtin
v,,<C-\><C-g>,go to mode specified with 'insertmode'(can be undone/redone),,"|v_CTRL-\_CTRL-G|	CTRL-\ CTRL-G	   go to mode specified with 'insertmode'
",v_CTRL-\_CTRL-G,builtin
v,,<C-a>,do completion on the pattern in front of the cursor and insert all matches(can be undone/redone),,"|c_CTRL-A|	CTRL-A		do completion on the pattern in front of the cursor and insert all matches
",c_CTRL-A,builtin
v,,<C-b>,cursor to begin of command-line(can be undone/redone),,"|c_CTRL-B|	CTRL-B		cursor to begin of command-line
",c_CTRL-B,builtin
v,,<C-c>,same as <Esc>(can be undone/redone),,"|c_CTRL-C|	CTRL-C		same as <Esc>
",c_CTRL-C,builtin
v,,<C-d>,list completions that match the pattern in front of the cursor(can be undone/redone),,"|c_CTRL-D|	CTRL-D		list completions that match the pattern in front of the cursor
",c_CTRL-D,builtin
v,,<C-e>,cursor to end of command-line(can be undone/redone),,"|c_CTRL-E|	CTRL-E		cursor to end of command-line
",c_CTRL-E,builtin
v,,<C-f>,default value for 'cedit': opens the command-line window; otherwise not used(can be undone/redone),,"|'cedit'|	CTRL-F		default value for 'cedit': opens the command-line window; otherwise not used
",'cedit',builtin
v,,<C-g>,next match when 'incsearch' is active(can be undone/redone),,"|c_CTRL-G|	CTRL-G		next match when 'incsearch' is active
",c_CTRL-G,builtin
v,,<BS>,delete the character in front of the cursor(can be undone/redone),,"|c_<BS>|	<BS>		delete the character in front of the cursor
",c_<BS>,builtin
v,,<C-h>,same as <BS>(can be undone/redone),,"|c_CTRL-H|	CTRL-H		same as <BS>
",c_CTRL-H,builtin
v,,<Tab>,if 'wildchar' is <Tab>: Do completion on the pattern in front of the cursor(can be undone/redone),,"|c_<Tab>|	<Tab>		if 'wildchar' is <Tab>: Do completion on the pattern in front of the cursor
",c_<Tab>,builtin
v,,<S-Tab>,same as CTRL-P(can be undone/redone),,"|c_<S-Tab>|	<S-Tab>		same as CTRL-P
",c_<S-Tab>,builtin
v,,<C-i>,same as <Tab>(can be undone/redone),,"|c_CTRL-I|	CTRL-I		same as <Tab>
",c_CTRL-I,builtin
v,,<NL>,same as <CR>(can be undone/redone),,"|c_<NL>|	<NL>		same as <CR>
",c_<NL>,builtin
v,,<C-j>,same as <CR>(can be undone/redone),,"|c_CTRL-J|	CTRL-J		same as <CR>
",c_CTRL-J,builtin
v,,<C-l>,do completion on the pattern in front of the cursor and insert the longest common part(can be undone/redone),,"|c_CTRL-L|	CTRL-L		do completion on the pattern in front of the cursor and insert the longest common part
",c_CTRL-L,builtin
v,,<CR>,execute entered command(can be undone/redone),,"|c_<CR>|	<CR>		execute entered command
",c_<CR>,builtin
v,,<C-m>,same as <CR>(can be undone/redone),,"|c_CTRL-M|	CTRL-M		same as <CR>
",c_CTRL-M,builtin
v,,<C-n>,"after using 'wildchar' with multiple matches: go to next match, otherwise: recall older command-line from history.(can be undone/redone)",,"|c_CTRL-N|	CTRL-N		after using 'wildchar' with multiple matches: go to next match, otherwise: recall older command-line from history.
",c_CTRL-N,builtin
v,,<C-p>,"after using 'wildchar' with multiple matches: go to previous match, otherwise: recall older command-line from history.(can be undone/redone)",,"|c_CTRL-P|	CTRL-P		after using 'wildchar' with multiple matches: go to previous match, otherwise: recall older command-line from history.
",c_CTRL-P,builtin
v,,<C-q>,"same as CTRL-V, unless it's used for terminal control flow(can be undone/redone)",,"|c_CTRL-Q|	CTRL-Q		same as CTRL-V, unless it's used for terminal control flow
",c_CTRL-Q,builtin
v,,<C-s>,"not used, or used for terminal control flow(can be undone/redone)",,"		CTRL-S		not used, or used for terminal control flow
",,builtin
v,,<C-t>,previous match when 'incsearch' is active(can be undone/redone),,"|c_CTRL-T|	CTRL-T		previous match when 'incsearch' is active
",c_CTRL-T,builtin
v,,<C-u>,remove all characters(can be undone/redone),,"|c_CTRL-U|	CTRL-U		remove all characters
",c_CTRL-U,builtin
v,,<C-v>,"insert next non-digit literally, insert three digit decimal number as a single byte.(can be undone/redone)",,"|c_CTRL-V|	CTRL-V		insert next non-digit literally, insert three digit decimal number as a single byte.
",c_CTRL-V,builtin
v,,<C-w>,delete the word in front of the cursor(can be undone/redone),,"|c_CTRL-W|	CTRL-W		delete the word in front of the cursor
",c_CTRL-W,builtin
v,,<C-x>,not used (reserved for completion)(can be undone/redone),,"		CTRL-X		not used (reserved for completion)
",,builtin
v,,<C-y>,copy (yank) modeless selection(can be undone/redone),,"		CTRL-Y		copy (yank) modeless selection
",,builtin
v,,<C-z>,not used (reserved for suspend)(can be undone/redone),,"		CTRL-Z		not used (reserved for suspend)
",,builtin
v,,<Esc>,abandon command-line without executing it(can be undone/redone),,"|c_<Esc>|	<Esc>		abandon command-line without executing it
",c_<Esc>,builtin
v,,<C-[>,same as <Esc>(can be undone/redone),,"|c_CTRL-[|	CTRL-[		same as <Esc>
",c_CTRL-[,builtin
v,,<C-]>,trigger abbreviation(can be undone/redone),,"|c_CTRL-]|	CTRL-]		trigger abbreviation
",c_CTRL-],builtin
v,,<C-^>,toggle use of |:lmap| mappings(can be undone/redone),,"|c_CTRL-^|	CTRL-^		toggle use of |:lmap| mappings
",c_CTRL-^,builtin
v,,<C-_>,"when 'allowrevins' set: change language (Hebrew, Farsi)(can be undone/redone)",,"|c_CTRL-_|	CTRL-_		when 'allowrevins' set: change language (Hebrew, Farsi)
",c_CTRL-_,builtin
v,,<Del>,delete the character under the cursor(can be undone/redone),,"|c_<Del>|	<Del>		delete the character under the cursor
",c_<Del>,builtin
v,,<Left>,cursor left(can be undone/redone),,"|c_<Left>|	<Left>		cursor left
",c_<Left>,builtin
v,,<Right>,cursor right(can be undone/redone),,"|c_<Right>|	<Right>		cursor right
",c_<Right>,builtin
v,,<Up>,recall previous command-line from history that matches pattern in front of the cursor(can be undone/redone),,"|c_<Up>|	<Up>		recall previous command-line from history that matches pattern in front of the cursor
",c_<Up>,builtin
v,,<S-Up>,recall previous command-line from history(can be undone/redone),,"|c_<S-Up>|	<S-Up>		recall previous command-line from history
",c_<S-Up>,builtin
v,,<Down>,recall next command-line from history that matches pattern in front of the cursor(can be undone/redone),,"|c_<Down>|	<Down>		recall next command-line from history that matches pattern in front of the cursor
",c_<Down>,builtin
v,,<Home>,cursor to start of command-line(can be undone/redone),,"|c_<Home>|	<Home>		cursor to start of command-line
",c_<Home>,builtin
v,,<End>,cursor to end of command-line(can be undone/redone),,"|c_<End>|	<End>		cursor to end of command-line
",c_<End>,builtin
v,,<C-k>{char1}{char2},enter digraph(can be undone/redone),,"|c_CTRL-K|	CTRL-K {char1} {char2}	enter digraph
",c_CTRL-K,builtin
v,,<C-r>{regname},insert the contents of a register or object under the cursor as if typed(can be undone/redone),,"|c_CTRL-R|	CTRL-R {regname}	insert the contents of a register or object under the cursor as if typed
",c_CTRL-R,builtin
v,,<C-r><C-r>,{regname}(can be undone/redone),,"|c_CTRL-R_CTRL-R|	CTRL-R CTRL-R	{regname}
",c_CTRL-R_CTRL-R,builtin
v,,<C-r><C-o>,{regname} insert the contents of a register or object under the cursor literally(can be undone/redone),,"|c_CTRL-R_CTRL-O|	CTRL-R CTRL-O	{regname} insert the contents of a register or object under the cursor literally
",c_CTRL-R_CTRL-O,builtin
v,,<C-\><C-n>,"go to Normal mode, abandon command-line(can be undone/redone)",,"|c_CTRL-\_CTRL-N|	CTRL-\ CTRL-N	go to Normal mode, abandon command-line
",c_CTRL-\_CTRL-N,builtin
v,,<C-\><C-g>,"go to mode specified with 'insertmode', abandon command-line(can be undone/redone)",,"|c_CTRL-\_CTRL-G|	CTRL-\ CTRL-G	go to mode specified with 'insertmode', abandon command-line
",c_CTRL-\_CTRL-G,builtin
v,,<C-\>e,{expr} replace the command line with the result of {expr}(can be undone/redone),,"|c_CTRL-\_e|	CTRL-\ e	{expr} replace the command line with the result of {expr}
",c_CTRL-\_e,builtin
v,,<S-Left>,cursor one word left(can be undone/redone),,"|c_<S-Left>|	<S-Left>	cursor one word left
",c_<S-Left>,builtin
v,,<C-Left>,cursor one word left(can be undone/redone),,"|c_<C-Left>|	<C-Left>	cursor one word left
",c_<C-Left>,builtin
v,,<S-Right>,cursor one word right(can be undone/redone),,"|c_<S-Right>|	<S-Right>	cursor one word right
",c_<S-Right>,builtin
v,,<C-Right>,cursor one word right(can be undone/redone),,"|c_<C-Right>|	<C-Right>	cursor one word right
",c_<C-Right>,builtin
v,,<S-Down>,recall next command-line from history(can be undone/redone),,"|c_<S-Down>|	<S-Down>	recall next command-line from history
",c_<S-Down>,builtin
v,,<PageDown>,same as <S-Down>(can be undone/redone),,"|c_<PageDown>|	<PageDown>	same as <S-Down>
",c_<PageDown>,builtin
v,,<PageUp>,same as <S-Up>(can be undone/redone),,"|c_<PageUp>|	<PageUp>	same as <S-Up>
",c_<PageUp>,builtin
v,,<Insert>,toggle insert/overstrike mode(can be undone/redone),,"|c_<Insert>|	<Insert>	toggle insert/overstrike mode
",c_<Insert>,builtin
v,,<LeftMouse>,cursor at mouse click(can be undone/redone),,"|c_<LeftMouse>|	<LeftMouse>	cursor at mouse click
",c_<LeftMouse>,builtin
v,,<C-\><C-n>,switch to Terminal-Normal mode(can be undone/redone)(terminal-job mode),,"|t_CTRL-\_CTRL-N|	CTRL-\ CTRL-N	switch to Terminal-Normal mode
",t_CTRL-\_CTRL-N,builtin
v,,<C-w>N,switch to Terminal-Normal mode(can be undone/redone)(terminal-job mode),,"|t_CTRL-W_N|	CTRL-W N	switch to Terminal-Normal mode
",t_CTRL-W_N,builtin
v,,<C-w>:,enter an Ex command(can be undone/redone)(terminal-job mode),,"|t_CTRL-W_:|	CTRL-W :	enter an Ex command
",t_CTRL-W_:,builtin
v,,<C-w>.,type CTRL-W in the terminal(can be undone/redone)(terminal-job mode),,"|t_CTRL-W_.|	CTRL-W .	type CTRL-W in the terminal
",t_CTRL-W_.,builtin
v,,<C-w><C-\>,send a CTRL-\ to the job in the terminal(can be undone/redone)(terminal-job mode),,"		CTRL-W CTRL-\	send a CTRL-\ to the job in the terminal
",,builtin
v,,<C-w><C-c>,forcefully ends the job(can be undone/redone)(terminal-job mode),,"|t_CTRL-W_CTRL-C|	CTRL-W CTRL-C	forcefully ends the job
",t_CTRL-W_CTRL-C,builtin
v,,<C-w><C-w>,move focus to the next window(can be undone/redone)(terminal-job mode),,"|t_CTRL-W_CTRL-W|	CTRL-W CTRL-W	move focus to the next window
",t_CTRL-W_CTRL-W,builtin
v,,<C-w>gt,"go to next tabpage, same as `gt`(can be undone/redone)(terminal-job mode)",,"|t_CTRL-W_gt|	CTRL-W gt	go to next tabpage, same as `gt`
",t_CTRL-W_gt,builtin
v,,<C-w>gT,"go to previous tabpage, same as `gT`(can be undone/redone)(terminal-job mode)",,"|t_CTRL-W_gT|	CTRL-W gT	go to previous tabpage, same as `gT`
",t_CTRL-W_gT,builtin
v,,"<C-w>""",{register} paste register in the terminal(can be undone/redone)(terminal-job mode),,"|t_CTRL-W_quote|	CTRL-W		"" {register} paste register in the terminal
",t_CTRL-W_quote,builtin
